AccusedMasterID,RiskScore,RepeatOffenderFlag,TopFactors,LastComputedDate,ModelVersion
3289,81.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 127, ""contribution_prior_cases"": 56, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3290,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 462, ""contribution_prior_cases"": 70, ""contribution_heinous"": 30, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
3291,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 19, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3292,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 79, ""contribution_prior_cases"": 126, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3293,53.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 20, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3294,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 76, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3295,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 170, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3296,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 70, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3297,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3298,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 148, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3299,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3300,100.0,1,"{""prior_case_count"": 16, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 129, ""contribution_prior_cases"": 224, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3301,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3302,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 26, ""contribution_prior_cases"": 112, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3303,73.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 240, ""contribution_prior_cases"": 56, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
3304,83.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 192, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
3305,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 150, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3306,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 46, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3307,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 21, ""contribution_prior_cases"": 126, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3308,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 86, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3309,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 52, ""contribution_prior_cases"": 140, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3310,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 27, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3311,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 76, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3312,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 22, ""contribution_prior_cases"": 112, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3313,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3314,100.0,1,"{""prior_case_count"": 12, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 59, ""contribution_prior_cases"": 168, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3315,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 95, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3316,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 51, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3317,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 98, ""contribution_prior_cases"": 84, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3318,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 84, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3319,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 112, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3320,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3321,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 82, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3322,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3323,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 21, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3324,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 99, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3325,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 99, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3326,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 54, ""contribution_prior_cases"": 140, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3327,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 21, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3328,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 55, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3329,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 150, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3330,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 49, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3331,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 336, ""contribution_prior_cases"": 84, ""contribution_heinous"": 20, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
3332,83.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 336, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
3333,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 81, ""contribution_prior_cases"": 98, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3334,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 81, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3335,100.0,1,"{""prior_case_count"": 13, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 72, ""contribution_prior_cases"": 182, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3336,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 80, ""contribution_prior_cases"": 70, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3337,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 82, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3338,59.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 200, ""contribution_prior_cases"": 42, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
3339,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 79, ""contribution_prior_cases"": 126, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3340,100.0,1,"{""prior_case_count"": 11, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 100, ""contribution_prior_cases"": 154, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3341,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 126, ""contribution_prior_cases"": 140, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3342,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 33, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3343,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 124, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3344,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 70, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3345,87.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 52, ""contribution_prior_cases"": 42, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3346,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 57, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3347,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 5, ""most_recent_case_days_ago"": 15, ""contribution_prior_cases"": 98, ""contribution_heinous"": 50, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3348,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 96, ""contribution_prior_cases"": 84, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3349,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3350,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 57, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3351,34.0,0,"{""prior_case_count"": 1, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 522, ""contribution_prior_cases"": 14, ""contribution_heinous"": 10, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
3352,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 55, ""contribution_prior_cases"": 70, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3353,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 18, ""contribution_prior_cases"": 98, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3354,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 70, ""contribution_prior_cases"": 84, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3355,100.0,1,"{""prior_case_count"": 15, ""heinous_case_count"": 5, ""most_recent_case_days_ago"": 33, ""contribution_prior_cases"": 210, ""contribution_heinous"": 50, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3356,72.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 459, ""contribution_prior_cases"": 42, ""contribution_heinous"": 20, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
3357,100.0,1,"{""prior_case_count"": 13, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 60, ""contribution_prior_cases"": 182, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3358,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 102, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3359,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 80, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3360,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 55, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3361,45.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 204, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
3362,63.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 28, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3363,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3364,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 26, ""contribution_prior_cases"": 84, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3365,63.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 81, ""contribution_prior_cases"": 28, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3366,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 25, ""contribution_prior_cases"": 112, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3367,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 73, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3368,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 101, ""contribution_prior_cases"": 112, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3369,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 21, ""contribution_prior_cases"": 140, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3370,100.0,1,"{""prior_case_count"": 12, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 17, ""contribution_prior_cases"": 168, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3371,100.0,1,"{""prior_case_count"": 13, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 42, ""contribution_prior_cases"": 182, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3372,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 80, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3373,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 101, ""contribution_prior_cases"": 112, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3374,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3375,81.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 131, ""contribution_prior_cases"": 56, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3376,100.0,1,"{""prior_case_count"": 16, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 129, ""contribution_prior_cases"": 224, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3377,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 97, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3378,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 97, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3379,67.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 42, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3380,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3381,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 67, ""contribution_prior_cases"": 98, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3382,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 370, ""contribution_prior_cases"": 112, ""contribution_heinous"": 30, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
3383,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 69, ""contribution_prior_cases"": 126, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3384,81.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 77, ""contribution_prior_cases"": 56, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3385,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 16, ""contribution_prior_cases"": 126, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3386,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 49, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3387,45.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 251, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
3388,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 70, ""contribution_prior_cases"": 98, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3389,45.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 270, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
3390,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 21, ""contribution_prior_cases"": 112, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3391,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 68, ""contribution_prior_cases"": 98, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3392,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 62, ""contribution_prior_cases"": 98, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3393,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 152, ""contribution_prior_cases"": 98, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3394,67.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 59, ""contribution_prior_cases"": 42, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3395,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 28, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3396,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 31, ""contribution_prior_cases"": 70, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3397,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 117, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3398,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 174, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3399,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 98, ""contribution_prior_cases"": 112, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3400,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 98, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3401,45.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 198, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
3402,95.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 70, ""contribution_prior_cases"": 70, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3403,39.0,0,"{""prior_case_count"": 1, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 70, ""contribution_prior_cases"": 14, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3404,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 232, ""contribution_prior_cases"": 112, ""contribution_heinous"": 40, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
3405,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3406,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 70, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3407,97.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 243, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
3408,87.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 20, ""contribution_prior_cases"": 42, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3409,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 100, ""contribution_prior_cases"": 112, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
3410,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 100, ""contribution_prior_cases"": 84, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
